,id_punk,type_transaction,from,to,amount_dol,amount_ethereums,letter,date
0,4102.0,Transfer,0xbf91e1152387b8eaaa0e9ee630adde6473adf562,0xd771b0c6ab94cf16b91ff0d76bdba142f6c24c39,,,,"Jun 12, 2021"
1,4102.0,Sold ,0x033ee76d5ac6398da4d8c8955e28f71f75680ece,0xbf91e1152387b8eaaa0e9ee630adde6473adf562,"7,155",5.55,,"Feb 01, 2021"
2,4102.0,Offered,,,"7,221",5.55,,"Jan 31, 2021"
3,4102.0,Sold ,0x037e2847c769d20564502183f524f88baa06b389,0x033ee76d5ac6398da4d8c8955e28f71f75680ece,"1,031",2.90,,"Sep 26, 2020"
4,4102.0,Offered,,,"1,012",2.90,,"Sep 26, 2020"
5,4102.0,Offered,,,"1,048",2.99,,"Sep 26, 2020"
6,4102.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x037e2847c769d20564502183f524f88baa06b389,,,,"Sep 26, 2020"
7,4102.0,Sold ,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0x037e2847c769d20564502183f524f88baa06b389,982,2.80,,"Sep 26, 2020"
8,4102.0,(Wrap),0x19384795bf01c1643f633db579458211449956ff,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Sep 15, 2020"
9,4102.0,Transfer,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0x19384795bf01c1643f633db579458211449956ff,,,,"Sep 15, 2020"
10,4102.0,Offer Withdrawn,,,,,,"Jan 04, 2020"
11,4102.0,Offered,,,61,0.54,,"Jan 27, 2019"
12,4102.0,Claimed,,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,,,,"Jun 23, 2017"
13,4103.0,Offered,,,"287,850",109,,"Feb 02, 2022"
14,4103.0,Offered,,,"315,520",129,,"Jan 27, 2022"
15,4103.0,Offered,,,"543,380",139,,"Dec 28, 2021"
16,4103.0,Offered,,,"528,259",129,,"Dec 27, 2021"
17,4103.0,Offered,,,"477,836",119,,"Dec 13, 2021"
18,4103.0,Sold ,0x8f6b1e467fbe74d7dd43d59de0558f693c736798,0x1cf2b8c64aed32bff2ae80e701681316d3212afd,"325,153",80,,"Dec 06, 2021"
19,4103.0,Bid ,0x1cf2b8c64aed32bff2ae80e701681316d3212afd,,"324,641",80,,"Dec 06, 2021"
20,4103.0,Bid ,0x2fb1a24c702fcbe3d098ef5f8c9b768f232c6445,,"271,887",67,,"Dec 06, 2021"
21,4103.0,Offered,,,"504,767",120,,"Dec 05, 2021"
22,4103.0,Offer Withdrawn,,,,,,"Nov 11, 2021"
23,4103.0,Bid Withdrawn,0x0a846cce31246cb1c30462f6007760728c427389,,"361,286",120,,"Sep 22, 2021"
24,4103.0,Bid ,0x0a846cce31246cb1c30462f6007760728c427389,,"436,470",120,,"Sep 16, 2021"
25,4103.0,Offered,,,"647,182",200,,"Aug 27, 2021"
26,4103.0,Transfer,0x1896d857c57d4161bd38ff652ebd5a360cb71e5f,0x8f6b1e467fbe74d7dd43d59de0558f693c736798,,,,"May 14, 2021"
27,4103.0,Sold ,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,0x1896d857c57d4161bd38ff652ebd5a360cb71e5f,"27,381",15,,"Feb 14, 2021"
28,4103.0,Offered,,,"9,502",15,,"Dec 27, 2020"
29,4103.0,Transfer,0x00bd9fd57c423a1b1c969823d409156d90974d77,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,,,,"Mar 07, 2018"
30,4103.0,Claimed,,0x00bd9fd57c423a1b1c969823d409156d90974d77,,,,"Jun 23, 2017"
31,4104.0,Transfer,0x7fdc01ff064216493e7c695aba46dcd4ecc376ae,0xe5545c0e1b2dcfcd7c713877ceb6f897705ed62a,,,,"May 07, 2021"
32,4104.0,Transfer,0x1e243e70eb75806ec9130bc78d5e027b8a68b97d,0x7fdc01ff064216493e7c695aba46dcd4ecc376ae,,,,"Feb 19, 2021"
33,4104.0,Sold ,0x5654967dc2c3f207b68bbd8003bc27a0a4106b56,0x1e243e70eb75806ec9130bc78d5e027b8a68b97d,"27,454",14.30,,"Feb 19, 2021"
34,4104.0,Offered,,,"27,404",14.30,,"Feb 18, 2021"
35,4104.0,Bid Withdrawn,0xf72360b729f8c44fedf76fec6ec1b62cfa6ce445,,"13,415",7,,"Feb 18, 2021"
36,4104.0,Bid ,0xf72360b729f8c44fedf76fec6ec1b62cfa6ce445,,"13,415",7,,"Feb 18, 2021"
37,4104.0,Sold ,0x19f23312627e560ea0199345782528686f1f3968,0x5654967dc2c3f207b68bbd8003bc27a0a4106b56,"22,996",12,,"Feb 18, 2021"
38,4104.0,Offered,,,"22,996",12,,"Feb 18, 2021"
39,4104.0,Claimed,,0x19f23312627e560ea0199345782528686f1f3968,,,,"Jun 23, 2017"
40,4105.0,Transfer,0x9145f156ea5e064958c981993f9b75b857d0a47c,0x95e233973efb1393037308989f42b5fbe3965d75,,,,"Dec 24, 2021"
41,4105.0,Transfer,0x20af8cccbce9013a9c0718046f49e1af9b238c08,0x9145f156ea5e064958c981993f9b75b857d0a47c,,,,"Sep 16, 2021"
42,4105.0,Sold ,0x0503ed50534614193fcd085c5de01728a4824822,0x20af8cccbce9013a9c0718046f49e1af9b238c08,"41,903",27,,"Feb 23, 2021"
43,4105.0,Offered,,,"50,779",27,,"Feb 22, 2021"
44,4105.0,Offered,,,"56,661",29,,"Feb 21, 2021"
45,4105.0,Sold ,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,0x0503ed50534614193fcd085c5de01728a4824822,"40,053",20.50,,"Feb 21, 2021"
46,4105.0,Offered,,,"39,622",20.50,,"Feb 21, 2021"
47,4105.0,Bid Withdrawn,0xbfa319ef5529b88a0ad94dcc36d438dcafac0e52,,"1,599",1.15,,"Jan 20, 2021"
48,4105.0,Bid ,0xbfa319ef5529b88a0ad94dcc36d438dcafac0e52,,474,1.15,,"Oct 22, 2020"
49,4105.0,Bid Withdrawn,0x7f9f56587e13ace3500b6fb1e1feb8b40e310c6e,,"1,362",4,,"Oct 06, 2020"
50,4105.0,Offer Withdrawn,,,,,,"Oct 06, 2020"
51,4105.0,Bid ,0x7f9f56587e13ace3500b6fb1e1feb8b40e310c6e,,"1,398",4,,"Oct 06, 2020"
52,4105.0,Bid Withdrawn,0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99,,"1,227",3.50,,"Oct 03, 2020"
53,4105.0,Bid ,0xb27409bc4109c3cc25a035e2f2d61e9f757e7a99,,"1,213",3.50,,"Oct 03, 2020"
54,4105.0,Offered,,,"2,498",7,,"Sep 30, 2020"
55,4105.0,Sold ,0x35632b6976b5b6ec3f8d700fabb7e1e0499c1bfa,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,45,0.35,,"Dec 20, 2019"
56,4105.0,Offered,,,45,0.35,,"Dec 20, 2019"
57,4105.0,Offered,,,55,0.45,,"Dec 17, 2019"
58,4105.0,Sold ,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,0x35632b6976b5b6ec3f8d700fabb7e1e0499c1bfa,47,0.25,,"Sep 15, 2019"
59,4105.0,Offered,,0x35632b6976b5b6ec3f8d700fabb7e1e0499c1bfa,47,0.25,,"Sep 15, 2019"
60,4105.0,Offered,,,306,1,,"Jul 07, 2019"
61,4105.0,Claimed,,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,,,,"Jun 23, 2017"
62,4106.0,Offered,,,"487,685",114.90,,"Nov 18, 2021"
63,4106.0,Bid Withdrawn,0x4397ccdde83cfdea014d4a23b7818a0af385e25d,,"390,201",85,,"Nov 14, 2021"
64,4106.0,Sold ,0x944f9f9b31f4de729b60e2c0b89de7cbdd5ac878,0x32beafcd6bffda7df6111f6ceb12884c919534fa,"407,645",88.80,,"Nov 14, 2021"
65,4106.0,Bid ,0x4397ccdde83cfdea014d4a23b7818a0af385e25d,,"394,726",85,,"Nov 14, 2021"
66,4106.0,Bid Withdrawn,0x8fea179fbb84e77e86f5fa91cbdb26c59c871d01,,"380,415",82,,"Nov 14, 2021"
67,4106.0,Offered,,,"411,962",88.80,,"Nov 14, 2021"
68,4106.0,Bid ,0x8fea179fbb84e77e86f5fa91cbdb26c59c871d01,,"380,605",82,,"Nov 13, 2021"
69,4106.0,Offered,,,"395,021",85.90,,"Nov 13, 2021"
70,4106.0,Offered,,,"420,232",87.90,,"Nov 12, 2021"
71,4106.0,Offered,,,"412,553",89.90,,"Nov 11, 2021"
72,4106.0,Bid ,0x32beafcd6bffda7df6111f6ceb12884c919534fa,,"378,305",80.10,,"Nov 10, 2021"
73,4106.0,Offered,,,"456,680",94.90,,"Nov 08, 2021"
74,4106.0,Offered,,,"471,684",99,,"Nov 08, 2021"
75,4106.0,Offered,,,"481,670",101.90,,"Nov 08, 2021"
76,4106.0,Offered,,,"478,600",103.90,,"Nov 07, 2021"
77,4106.0,Offered,,,"459,498",105,,"Nov 06, 2021"
78,4106.0,Offered,,,"480,035",107,,"Nov 06, 2021"
79,4106.0,Offered,,,"494,218",109,,"Nov 05, 2021"
80,4106.0,Offered,,,"515,281",114,,"Nov 04, 2021"
81,4106.0,Sold ,0x062c5432107e3b9ad924512209a7468b5c200fcd,0x944f9f9b31f4de729b60e2c0b89de7cbdd5ac878,"458,094",100,,"Nov 04, 2021"
82,4106.0,Offered,,,"544,802",120,,"Nov 03, 2021"
83,4106.0,Bid ,0x944f9f9b31f4de729b60e2c0b89de7cbdd5ac878,,"454,002",100,,"Nov 03, 2021"
84,4106.0,Offered,,,"589,360",130,,"Nov 03, 2021"
85,4106.0,Transfer,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,0x062c5432107e3b9ad924512209a7468b5c200fcd,,,,"Mar 14, 2021"
86,4106.0,Transfer,0x00bd9fd57c423a1b1c969823d409156d90974d77,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,,,,"Mar 07, 2018"
87,4106.0,Claimed,,0x00bd9fd57c423a1b1c969823d409156d90974d77,,,,"Jun 23, 2017"
88,4107.0,Transfer,0xe3d78ce35d90bc404a71121c4585b138bb3d419e,0xa25803ab86a327786bb59395fc0164d826b98298,,,,"Apr 25, 2021"
89,4107.0,Bid Withdrawn,0x5c57abd3548b87ef9babea37ed3abd51fad523a3,,47,0.25,,"Nov 05, 2019"
90,4107.0,Transfer,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,0xe3d78ce35d90bc404a71121c4585b138bb3d419e,,,,"Sep 14, 2019"
91,4107.0,Bid ,0x5c57abd3548b87ef9babea37ed3abd51fad523a3,,48,0.25,,"Aug 22, 2019"
92,4107.0,Offered,,,153,0.50,,"Jul 07, 2019"
93,4107.0,Claimed,,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,,,,"Jun 23, 2017"
94,4108.0,Sold ,0xd6e5710c50c2413ae33ed1fc722818a032bf569a,0x2079c29be9c8095042edb95f293b5b510203d6ce,"74,407",30.44,,"Jul 31, 2021"
95,4108.0,Offered,,,"57,062",30.44,,"Jul 21, 2021"
96,4108.0,Offered,,,"73,908",34.40,,"Jul 12, 2021"
97,4108.0,Offered,,,"82,053",32.40,,"Jun 16, 2021"
98,4108.0,Offered,,,"86,158",36.80,,"Jun 11, 2021"
99,4108.0,Offer Withdrawn,,,,,,"Jun 07, 2021"
100,4108.0,Offered,,,"127,797",46,,"Jun 07, 2021"
101,4108.0,Offered,,,"115,593",44.80,,"May 19, 2021"
102,4108.0,Offered,,,"184,823",52,,"May 06, 2021"
103,4108.0,Offered,,,"176,966",64,,"Apr 30, 2021"
104,4108.0,Offered,,,"167,682",72,,"Apr 14, 2021"
105,4108.0,Offer Withdrawn,,,,,,"Apr 14, 2021"
106,4108.0,Offered,,,"459,579",248,,"Mar 30, 2021"
107,4108.0,Offered,,,"680,739",398,,"Mar 23, 2021"
108,4108.0,Transfer,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,0xd6e5710c50c2413ae33ed1fc722818a032bf569a,,,,"Feb 09, 2021"
109,4108.0,Sold ,0x033ee76d5ac6398da4d8c8955e28f71f75680ece,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,"10,275",5.98,,"Feb 08, 2021"
110,4108.0,Bid Withdrawn,0xdcf227c475a43c82a4ffeb133729d6ce2f348a92,,"8,647",5.25,,"Feb 03, 2021"
111,4108.0,Bid ,0xdcf227c475a43c82a4ffeb133729d6ce2f348a92,,"7,206",5.25,,"Feb 02, 2021"
112,4108.0,Offered,,,"7,903",5.98,,"Feb 01, 2021"
113,4108.0,Bid Withdrawn,0x10b4c1fbcc63e90b8747c6f4f7b072b516c7d439,,548,1.50,,"Sep 28, 2020"
114,4108.0,Sold ,0x037e2847c769d20564502183f524f88baa06b389,0x033ee76d5ac6398da4d8c8955e28f71f75680ece,"1,031",2.90,,"Sep 26, 2020"
115,4108.0,Offered,,,"1,017",2.90,,"Sep 26, 2020"
116,4108.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x037e2847c769d20564502183f524f88baa06b389,,,,"Sep 26, 2020"
117,4108.0,Sold ,0xe4c479a60633caf3c86228ed6a9b0bdd5d14cf79,0x037e2847c769d20564502183f524f88baa06b389,877,2.50,,"Sep 26, 2020"
118,4108.0,(Wrap),0xd306a0b78e422e32cc17a5578b1fafae921fbb25,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Sep 26, 2020"
119,4108.0,Transfer,0xe4c479a60633caf3c86228ed6a9b0bdd5d14cf79,0xd306a0b78e422e32cc17a5578b1fafae921fbb25,,,,"Sep 26, 2020"
120,4108.0,Bid ,0x10b4c1fbcc63e90b8747c6f4f7b072b516c7d439,,530,1.50,,"Sep 26, 2020"
121,4108.0,Offered,,,"1,038",3,,"Sep 24, 2020"
122,4108.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xe4c479a60633caf3c86228ed6a9b0bdd5d14cf79,,,,"Sep 24, 2020"
123,4108.0,Sold ,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xe4c479a60633caf3c86228ed6a9b0bdd5d14cf79,779,2.30,,"Sep 24, 2020"
124,4108.0,(Wrap),0x19384795bf01c1643f633db579458211449956ff,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Sep 15, 2020"
125,4108.0,Transfer,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0x19384795bf01c1643f633db579458211449956ff,,,,"Sep 15, 2020"
126,4108.0,Offer Withdrawn,,,,,,"Jan 04, 2020"
127,4108.0,Offered,,,88,0.50,,"Apr 07, 2019"
128,4108.0,Offered,,,88,0.50,,"Apr 07, 2019"
129,4108.0,Offered,,,44,0.39,,"Jan 27, 2019"
130,4108.0,Claimed,,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,,,,"Jun 23, 2017"
131,4109.0,Transfer,0x4680cb63563472cac10236c07d288580d8d7b52a,0xedad6b7434acd68ed2814ef961d2164029adb316,,,,"Dec 13, 2021"
132,4109.0,Offered,,,"691,524",159,,"Nov 21, 2021"
133,4109.0,Bid Withdrawn,0x7d19baa0640c3aa1d616b80bb14613cce0f86edf,,"608,957",135,,"Nov 04, 2021"
134,4109.0,Offered,,,"776,808",179,,"Nov 01, 2021"
135,4109.0,Bid ,0x7d19baa0640c3aa1d616b80bb14613cce0f86edf,,"580,599",135,,"Nov 01, 2021"
136,4109.0,Offered,,,"825,844",210,,"Sep 07, 2021"
137,4109.0,Offered,,,"806,128",250,,"Aug 28, 2021"
138,4109.0,Offered,,,"678,214",210,,"Aug 28, 2021"
139,4109.0,Offered,,,"590,198",185,,"Aug 27, 2021"
140,4109.0,Offered,,,"532,013",165,,"Aug 25, 2021"
141,4109.0,Offered,,,"470,160",145,,"Aug 24, 2021"
142,4109.0,Offered,,,"448,099",135,,"Aug 23, 2021"
143,4109.0,Offered,,,"363,360",115,,"Aug 11, 2021"
144,4109.0,Offered,,,"360,480",130,,"Aug 06, 2021"
145,4109.0,Offered,,,"332,750",120,,"Aug 06, 2021"
146,4109.0,Sold ,0x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,0x4680cb63563472cac10236c07d288580d8d7b52a,"274,591",100,,"Aug 06, 2021"
147,4109.0,Offered,,,"252,057",100,,"Aug 04, 2021"
148,4109.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,,,,"Aug 01, 2021"
149,4109.0,Bid Withdrawn,0x4154245739a63cd6caa8db8c1ae24209dd411dc6,,"86,258",35,,"Jul 31, 2021"
150,4109.0,Bid ,0x4154245739a63cd6caa8db8c1ae24209dd411dc6,,"82,185",35,,"Jul 30, 2021"
151,4109.0,(Wrap),0xe6f7a6ba79b7b6f5d158492f142b1a8eef699da9,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Jul 25, 2021"
152,4109.0,Transfer,0x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,0xe6f7a6ba79b7b6f5d158492f142b1a8eef699da9,,,,"Jul 25, 2021"
153,4109.0,Sold ,0xd9563e7cba955b5a1f95bca4ba264f071489766c,0x14ae8100ea85a11bbb36578f83ab1b5c1cfdd61c,"73,018",30,,"Jun 11, 2021"
154,4109.0,Offered,,,"75,117",30,,"Jun 08, 2021"
155,4109.0,Transfer,0x4714a7b2b1bf8b421d048f6184e5d4d3e5131ef0,0xd9563e7cba955b5a1f95bca4ba264f071489766c,,,,"Jun 07, 2021"
156,4109.0,Sold ,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,0x4714a7b2b1bf8b421d048f6184e5d4d3e5131ef0,"65,060",23,,"Jun 03, 2021"
157,4109.0,Offered,,,"58,825",23,,"Jun 01, 2021"
158,4109.0,Bid Withdrawn,0x27073cd0d709d89c391af9767595d91c78ed43a7,,"57,170",22.50,,"Jun 01, 2021"
159,4109.0,Offered,,,"63,555",24,,"Jun 01, 2021"
160,4109.0,Bid ,0x27073cd0d709d89c391af9767595d91c78ed43a7,,"59,583",22.50,,"Jun 01, 2021"
161,4109.0,Offered,,,"67,314",25.50,,"Jun 01, 2021"
162,4109.0,Offered,,,"67,640",26,,"May 31, 2021"
163,4109.0,Sold ,0x77d550883410f4d1d88c2bf79132f375cfed31ef,0x1919db36ca2fa2e15f9000fd9cdc2edcf863e685,"40,687",17,,"May 30, 2021"
164,4109.0,Offered,,,"40,687",17,,"May 30, 2021"
165,4109.0,Transfer,0x0348120ab9ffbbb02e471f37db019bf6c2b0bc35,0x77d550883410f4d1d88c2bf79132f375cfed31ef,,,,"May 09, 2021"
166,4109.0,Offered,,,"207,478",87,,"Apr 17, 2021"
167,4109.0,Bid ,0xc7c6b96ff2edceaa2b0a4c215112cbac599ab42c,,<0.01,,,"Dec 16, 2020"
168,4109.0,Claimed,,0x0348120ab9ffbbb02e471f37db019bf6c2b0bc35,,,,"Jun 23, 2017"
169,4110.0,Sold ,0x0d41f957181e584db82d2e316837b2de1738c477,0x0154d25120ed20a516fe43991702e7463c5a6f6e,"1,118",3.10,,"Sep 27, 2020"
170,4110.0,Offered,,,"1,100",3.10,,"Sep 26, 2020"
171,4110.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x0d41f957181e584db82d2e316837b2de1738c477,,,,"Sep 26, 2020"
172,4110.0,Sold ,0xe754d1074d38915a5c7028f82a35e30e935cb220,0x0d41f957181e584db82d2e316837b2de1738c477,"1,047",2.95,,"Sep 26, 2020"
173,4110.0,Sold ,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xe754d1074d38915a5c7028f82a35e30e935cb220,716,1.90,,"Sep 14, 2020"
174,4110.0,(Wrap),0x77675847041c3a896f791aa5f357a8c33a38cbac,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Sep 14, 2020"
175,4110.0,Transfer,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x77675847041c3a896f791aa5f357a8c33a38cbac,,,,"Sep 14, 2020"
176,4110.0,Offer Withdrawn,,,,,,"Sep 14, 2020"
177,4110.0,Offered,,,735,1.99,,"Sep 12, 2020"
178,4110.0,Transfer,0xa096b47ebf7727d01ff4f09c34fc6591f2c375f0,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,,,,"Sep 11, 2020"
179,4110.0,Offered,,,"1,363",10,,"Jan 05, 2020"
180,4110.0,Sold ,0x274008f15dc24406d8656bafa1c5994e3da1b094,0xa096b47ebf7727d01ff4f09c34fc6591f2c375f0,40,0.26,,"Nov 23, 2019"
181,4110.0,Offered,,,40,0.26,,"Nov 23, 2019"
182,4110.0,Sold ,0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67,0x274008f15dc24406d8656bafa1c5994e3da1b094,38,0.25,,"Nov 23, 2019"
183,4110.0,Offered,,,38,0.25,,"Nov 23, 2019"
184,4110.0,Offered,,,72,0.40,,"Oct 26, 2019"
185,4110.0,Transfer,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,0xd16e1172a4d33e46e94b2e2ff96b7c87489b7f67,,,,"Oct 04, 2019"
186,4110.0,Offered,,,275,1,,"Jul 12, 2019"
187,4110.0,Claimed,,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,,,,"Jun 23, 2017"
188,4111.0,Sold ,0x13816f65ba8195768e6825eb774fd3c6a05a0ac8,0x1ac7bb22554e04a05f9e3c8e8978a215af3c068a,"33,573",17.50,,"Feb 18, 2021"
189,4111.0,Offered,,,"29,918",17.50,,"Feb 15, 2021"
190,4111.0,(Unwrap),0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x13816f65ba8195768e6825eb774fd3c6a05a0ac8,,,,"Feb 14, 2021"
191,4111.0,Sold ,0x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,0x13816f65ba8195768e6825eb774fd3c6a05a0ac8,"1,699",4.75,,"Sep 28, 2020"
192,4111.0,Sold ,0x0d41f957181e584db82d2e316837b2de1738c477,0x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,"1,505",4.20,,"Sep 28, 2020"
193,4111.0,Sold ,0x5e7ee9e23013c4a1c787a5e86bca0aca16b367b7,0x0d41f957181e584db82d2e316837b2de1738c477,"1,355",3.80,,"Sep 28, 2020"
194,4111.0,Sold ,0xb40dac2f71aba8ec669f74796b447c9602f0f095,0x5e7ee9e23013c4a1c787a5e86bca0aca16b367b7,"1,237",3.50,,"Sep 26, 2020"
195,4111.0,Sold ,0xe754d1074d38915a5c7028f82a35e30e935cb220,0xb40dac2f71aba8ec669f74796b447c9602f0f095,966,2.75,,"Sep 24, 2020"
196,4111.0,Sold ,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xe754d1074d38915a5c7028f82a35e30e935cb220,821,2.20,,"Sep 14, 2020"
197,4111.0,(Wrap),0x77675847041c3a896f791aa5f357a8c33a38cbac,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,,,,"Sep 14, 2020"
198,4111.0,Transfer,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x77675847041c3a896f791aa5f357a8c33a38cbac,,,,"Sep 14, 2020"
199,4111.0,Sold ,0x0eb9a7ff5cbf719251989caf1599c1270eafb531,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,712,1.89,,"Sep 14, 2020"
200,4111.0,Offered,,,679,1.89,,"Sep 13, 2020"
201,4111.0,Offer Withdrawn,,,,,,"Sep 11, 2020"
202,4111.0,Offered,,,522,1.55,,"Sep 08, 2020"
203,4111.0,Sold ,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0x0eb9a7ff5cbf719251989caf1599c1270eafb531,371,1.10,,"Sep 07, 2020"
204,4111.0,Offered,,,428,1.10,,"Aug 26, 2020"
205,4111.0,Offered,,,409,2,,"May 26, 2020"
206,4111.0,Offered,,,343,1.66,,"May 24, 2020"
207,4111.0,Offer Withdrawn,,,,,,"Jan 04, 2020"
208,4111.0,Offered,,,87,0.78,,"Jan 27, 2019"
209,4111.0,Claimed,,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,,,,"Jun 23, 2017"
210,4112.0,Sold ,0x3e17fac953de2cd729b0ace7f6d4353387717e9e,0x3042887f97821ec36be64d2677efd2e943a4cb0f,"49,771",25,,"Feb 20, 2021"
211,4112.0,Offered,,,"50,039",25,,"Feb 20, 2021"
212,4112.0,Offered,,,"53,762",27,,"Feb 20, 2021"
213,4112.0,Offered,,,"56,723",29,,"Feb 19, 2021"
214,4112.0,Sold ,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f,0x3e17fac953de2cd729b0ace7f6d4353387717e9e,"33,792",19.40,,"Feb 15, 2021"
215,4112.0,Offered,,,"35,254",19.40,,"Feb 14, 2021"
216,4112.0,Transfer,0xbf6ccf49cc2874f01916d747a8fe97f14a082be0,0xb4496906d6ea2685e7a46a14baefae9fe3bf0d2f,,,,"Jan 05, 2021"
217,4112.0,Sold ,0xe614065a4ac6d478f141db4595325b537ffa2ea5,0xbf6ccf49cc2874f01916d747a8fe97f14a082be0,"8,208",14.10,,"Dec 24, 2020"
218,4112.0,Bid ,0xbf6ccf49cc2874f01916d747a8fe97f14a082be0,,"8,208",14.10,,"Dec 24, 2020"
219,4112.0,Offered,,,"9,864",17,,"Dec 24, 2020"
220,4112.0,Transfer,0x7ea6030486fabd4844785c99a13dfd66ca05b386,0xe614065a4ac6d478f141db4595325b537ffa2ea5,,,,"Dec 23, 2020"
221,4112.0,Bid ,0x14e0c25b35a0fe5c62bb8eb0c8064e6fae290f8e,,"5,493",9,,"Dec 23, 2020"
222,4112.0,Offered,,,"10,444",17,,"Dec 23, 2020"
223,4112.0,Transfer,0xe614065a4ac6d478f141db4595325b537ffa2ea5,0x7ea6030486fabd4844785c99a13dfd66ca05b386,,,,"Dec 18, 2020"
224,4112.0,Offer Withdrawn,,,,,,"Dec 13, 2020"
225,4112.0,Offered,,,"11,428",19.99,,"Dec 13, 2020"
226,4112.0,Transfer,0x7ea6030486fabd4844785c99a13dfd66ca05b386,0xe614065a4ac6d478f141db4595325b537ffa2ea5,,,,"Dec 10, 2020"
227,4112.0,Transfer,0xe614065a4ac6d478f141db4595325b537ffa2ea5,0x7ea6030486fabd4844785c99a13dfd66ca05b386,,,,"Nov 27, 2020"
228,4112.0,Sold ,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,0xe614065a4ac6d478f141db4595325b537ffa2ea5,"7,128",14,,"Nov 20, 2020"
229,4112.0,Offered,,,"9,426",18.50,,"Nov 20, 2020"
230,4112.0,Bid ,0xe614065a4ac6d478f141db4595325b537ffa2ea5,,"7,113",14,,"Nov 20, 2020"
231,4112.0,Bid Withdrawn,0x45f672429e18433c0545f44b4658e7483090d1df,,"3,871",11,,"Oct 08, 2020"
232,4112.0,Bid ,0x45f672429e18433c0545f44b4658e7483090d1df,,"3,754",11,,"Oct 07, 2020"
233,4112.0,Transfer,0x00bd9fd57c423a1b1c969823d409156d90974d77,0xa3cb30128532f43fe1c8a9f4c19422aa631307a9,,,,"Mar 07, 2018"
234,4112.0,Claimed,,0x00bd9fd57c423a1b1c969823d409156d90974d77,,,,"Jun 23, 2017"
235,4113.0,Transfer,0x72809c6bfa9cd0e5710aad436185fd7a04b70fb3,0xacdaeeb57ff6886fc8e203b9dd4c2b241df89b7a,,,,"Jul 28, 2021"
236,4113.0,Offered,,,"67,493",33.98,,"Jun 28, 2021"
237,4113.0,Sold ,0x4affe16d35143db85027c05d97f56ebdc668347e,0x72809c6bfa9cd0e5710aad436185fd7a04b70fb3,"43,626",23.98,,"Jun 27, 2021"
238,4113.0,Bid Withdrawn,0x8bb4f3be31bc5aac56c75a41522b1e0d517aabc0,,"34,936",19.50,,"Jun 26, 2021"
